Title,Subscribers,Views,Likes,Comments,Description,Engagement Ratio,Category
Malkansview1,760K,82.9K,5.4K,503,"VISHAL B MALKAN 

Vishal is the founder of Malkansview Training Institute Private Limited. He is a Master Trainer in the areas of technical analysis, trading psychology, and personal motivation. Having been a trader since the age of 16 years, Vishal has been through all thick and thins of the stock market until he finally achieved success as a trader. Since then, he has taken up the cause of helping others to become professional traders.


MEGHANA V MALKAN
After working at a corporate house for more than half a decade, Meghana decided to break free from the shackles. Migrating from a law background into the stock market was a culture shock to her. But she learned all the things that the stock market had to offer and broke her myths and preconceived notions about the market.",7.120627262,Technology
sagarsnakesociety,186.5K,80.8K,1.1K,73,cheerlasagar454@gmail. com,1.451732673,Technology
mediatek,967.5K,61.9K,178,8,"MediaTek Inc. is a global fabless semiconductor company that enables nearly 2 billion connected devices a year. We are a market leader in developing innovative systems-on-chip (SoC) for mobile device, home entertainment, connectivity and IoT products. Our dedication to innovation has positioned us as a driving market force in several key technology areas, including highly power-efficient mobile technologies, automotive solutions and a broad range of advanced multimedia products such as smartphones, tablets, digital televisions, 5G, Voice Assistant Devices (VAD) and wearables. MediaTek empowers and inspires people to expand their horizons and achieve their goals through smart technology, more easily and efficiently than ever before. We work with the brands you love to make great technology accessible to everyone, and it drives everything we do. www.mediatek.com

This is the official channel of MediaTek Inc. on YouTube.

#ThisChipChangesEverything #PoweredbyMediaTek",0.300484653,Technology
VnextVisaka,7.9K,52.9K,7,0,"View our video updates to know more about how Vnext products will revolutionize your business and home.

The next is coming!",0.013232514,Technology
DrAditya2935,341.5K,52.5K,3K,177,"DM Resident (Pediatric Oncology) at AIIMS, New Delhi. 
MBBS, MD(Pediatrics) from AIIMS-Delhi

MBBS from AIIMS Delhi. Biochemistry Gold medallist with distinctions in Anatomy, Biochemistry, Pathology and Microbiology. 

Got AIR 10 in AIIMS 2012
       AIR 6 in AIPMT 2012
 
AIR 17 in AIIMS May 2018 PG entrance.

AIR 2 AIIMS DM Pediatric Oncology

Telegram group: https://t.me/pediatrics2935",6.051428571,Technology
goela,481.1K,49.6K,2.4K,139,"Two Brothers, One Passion - Stock Markets
Team of CFA | MBA | CA

As seen on TEDx and JoshTalk 
Educated more than 2,00,000+ people in 27+ different countries
Sessions were conducted in 100 Colleges, 27 Schools, and 18 Corporates (PAN India)

Aspiration:
Personal - Reach Forbes Top 50 Investors of the World
For, Goela School of Finance LLP - Provides you with the best platform in the world to help you massively grow in Stock Markets

Follow us on Instagram for more.

Contact Us - collab@goelasf.in

Cheers
To Your Bright Financial Future

DISCLAIMER: Our videos are for educational purposes only and do not offer investment advice. We are not SEBI-registered advisors and urge viewers to conduct their research before investing. We do not accept cryptocurrency payments, and any such claims are false. For inquiries, contact us at info@goelasf.in. Use of our content on YouTube or other platforms implies agreement to this disclaimer.
",5.118951613,Technology
user-rn7jr9xh1d,856.5K,45K,760,34,ISSUESTIC,1.764444444,Technology
SciMyth,982.5K,39.9K,1.5K,81,"SciMyth Is all about Science. This channel explains theories and experiments of science along with the mix of some general knowledge. We uploaded quality content and dedicated to science. 

SciMyth चैनल का निर्माण आप सभी लोगों को वैज्ञानिक तौर तरीकों से रहस्यों को बताने का जरिया है। हमारा उद्देश्य है कि आप  विज्ञान (Science) को इस तरह जानें जैसे पहले कहीं नहीं जाना होगा। आप सभी लोगों का सहयोग प्राप्त हो यही कामना करता हूँ।

Business Email: scimyth@vigyanam.com",3.962406015,Technology
harkirat1,245.1K,39.2K,1.8K,124,"I'm kirat, a 2018 Computer Science undergrad from IIT Roorkee. I've been part of Google's Summer of code twice and have worked at FANG, Finance and Startups over the last 4 years since graduating. 
I have a knack of film making and was heavily into it back in college, this channel is a way for me to keep that part of me alive.
This channel will take you through my journey of learning about Tech jobs, how you too can crack them and which career path might be best for you based on your goals and ambitions
",4.908163265,Technology
mbc-straight,457.5K,36.3K,1.7K,200,"MBC  탐사기획 스트레이트  공식 유튜브 채널

[제보를 받습니다]
카카오톡 : 채널에서 'MBC 스트레이트' 검색
이메일 : straight@mbc.co.kr
전화 : 02)789-2564

",5.23415978,Technology
Lunarastro,134.4K,35.3K,2.2K,89,"Lunar Astro is an online platform to learn astrology. At Lunar Astro Deepanshu Giri Ji is trying to bring the most authentic and original content of Astrological secrets which have never been revealed before anywhere. Rather than bookish knowledge, Deepanshu Giri will share his personal experience with readings and predictions. Instead of theoretical jargon in the videos of Lunar Astro, you will learn how to give predictions. You can check all the Lunar Astro Reviews where students have shared their reviews on Lunar Astro. They have mentioned how the videos of Lunar Astro are helping them to give stunning predictions. Deepanshu Giri and Lunar Astro are trying to help the students of astrology so that they can learn Jyotish properly and make predictions. If you also want to learn astrology follow Lunar Astro and see all the contents of  Lunar Astro.



",6.484419263,Technology
tanaypratap,214.1K,35.1K,2.5K,36,"Tanay Pratap, lovingly called Tanay Bhaiya, is an engineer, turned educator, turned entrepreneur.
Tanay started his career in Network Security, then delved into Artificial Intelligence, and finally found his love with web development. He has worked at multi-national companies such as Cisco and Microsoft.
At Microsoft, he worked on Microsoft Outlook and Teams - products with millions of users all over the world.
Tanay Bhaiya had been teaching on the side since 2014. But he finally stepped up in 2020 when the COVID-19 pandemic left students with no job prospects.
Since then, Tanay has guided thousands of students to their first jobs in development through his two startups NeoG Camp and Roc8.
With great power comes great responsibility.
Realizing the impact that he can create on the education system of the country, Tanay resigned from his well-paying job at Microsoft and raised $5M in funding to fix education.
Follow Tanay Bhaiya to witness how he changes education and hiring in India.
",7.225071225,Technology
CryptoLocke,105.2K,32.1K,658,58,"
Welcome to Crypto Locke, your go-to source for the latest updates in the world of DeFi (Decentralized Finance) and cryptocurrency! Our mission is to serve up the juiciest insights, sizzling reviews, and delectable information about all things crypto-related.

Business / Sponsorship Contact   
💌  e-Mail: cryptolockebusiness@gmail.com
                   cryptolockemarketing@gmail.com

📬 Telegram: https://t.me/cryptolockebusiness
 (DM FOR COLLABORATİONS)

Booking Managers : 
https://t.me/cryptolocke
https://t.me/warrenduncan1

Whatsapp Number : https://wa.me/message/YIYDXXGBKSI5M1

Telegram Group : https://t.me/dexcryptocommunity

Telegram Channel : 
https://t.me/cryptopicmedia

⛔EXCEPT THE ACCOUNTS WRITTEN HERE, NO ACCOUNT BELONGS TO ME!  Beware of scammers who try to scam you by using my name

🛑I aim to introduce my viewers to new crypto sites on my channel.There is no investment advice in my videos.



",2.230529595,Technology
ALRATV,1.1M,30.6K,2.7K,1.1K,"ALRA TV is the official YouTube channel of the Universal Sufi Order. On this channel, CEO of USO and ALRA TV, Sufi Master Younus AlGohar, covers a variety of topics ranging from the most profound spiritual knowledge to current affairs. ALRA TV: The Place to Connect with God",12.41830065,Technology
chandoo_,529.5K,30K,1K,62,"👋 Hello. I make you AWESOME at your work 😎

I make videos on Excel, Power BI & Data Analytics so that you can be awesome at your work.

✅ My vision is to help 1 million people every month.
✅ I post new videos every week.
✅ I use Excel 365 and Latest version of Power BI in my videos.

💻📗👉 For more advanced training, check out my Excel School program - https://chandoo.org/wp/excel-school-program/

~

KNOW 😀

About me: https://chandoo.org/wp/about/
What I'm doing now: https://chandoo.org/wp/now/
Stuff I use: https://chandoo.org/wp/about/what-we-use/


FOLLOW 🚶‍♀️🚶‍♂️

🌐 Website - https://chandoo.org/wp/
📃 FREE Data tips newsletter - https://chandoo.org/wp/subscribe/
📚 Courses - https://chandoo.org/wp/excel-school-program/
📷 Instagram for quick tips & snippets - https://www.instagram.com/chandoo.xlsx/
🐤Twitter - https://twitter.com/r1c1

💥తెలుగు Telugu Channel - https://www.youtube.com/channel/UCuaf89M0Lt5pmXzaUssXHvw/
",3.54,Technology
RameshLuckytv,588.5K,27.7K,3.8K,9,"Hello Guys,
I am Ramesh Babu AKA Telugu Gamer  TG
I am youtuber / Streamer / Entertainer. I stream  BattleGrounds Mobile India (BGMI) regularly. 
I started playing PUBG Mobile since season 1 and have been streaming for last 3+ years. I also played , GTA 5, God Of War, Pacify.

Thank you everyone for supporting me to reach 500k+ subscribers. Edho okaroju 1 million subscribers reach avvalani na korika. Please support me, encourage me and do not forget to subscribe to the channel.

My social media handles: 
Follow me in instagram for more fun: telugugameryt 
https://instagram.com/telugugameryt
",13.75090253,Technology
TataHitachiCorporate,22K,26.6K,53,0,"Tata Hitachi Construction Machinery Company Private Limited, is a subsidiary company of Hitachi Construction Machinery Co. Ltd. Being the leader in construction equipment manufacturing in India, we aim to enhance the operational performance of our customers by providing reliable mining and infrastructure solutions. Keeping a strong hold in the domestic market, we aspire to become a global manufacturing and development hub. All this, while maintaining perfect harmony with the environment. 

Browse through the videos on our official channel and join us in our quest to take India to the forefront.",0.19924812,Technology
hcverma2928,813.5K,26.3K,1.2K,167,Description NA,5.197718631,Technology
RexStudio4u,186.1K,23.9K,1.4K,6,"This is the official Youtube channel of Rex Studio.

For any trade enquiry please contact us :
Call Or WhatsApp - 8149767251 
Email : Rexstudio4u@gmail.com

Subscribe to our channel for new releases !
",5.882845188,Technology
TheGhanapati,315K,22.2K,703,45,"What is The Ghanapati?
In this channel, we focus on the authentic chanting of the Vedas and specialize in the Ghana Patha form of rendition of the Vedas. We also publish books on Vedas with a specialty in Ghana Patha in Rig Veda, Shukla Yajur Veda and Krishna Yajur Veda. On a mission to help the Vedic SOUND reach billions of ears.

What does ""Ghanapati"" mean?
A person is given the title of Ghanapaati / Ghanapaathi / Ghanapati if they are well versed in the Ghana Patha form of chanting of at least one of the Vedas.

Who runs The Ghanapati - channel?
The Ghanapati is run by Sri K Suresh. a finance professional currently working in Bangalore. He is a qualified CA, CWA & Company Secretary. He held an All India Rank in all three qualifications. Also a gold medalist in M.Com and a PGD in Foreign Trade Management with a stint in INSEAD. He also holds a Diploma in Hindu Astrology.
He is learning Rig Veda, Shukla Yajur Veda, Krishna Yajur Veda and Atharva Veda from various Vedic Scholars.
",3.369369369,Technology
TargetPEAKApp,4K,21.8K,6,0,"Target PEAK is helping students (especially state board) in preparing their strong foundation by covering subjects like Mental Ability, Current Affairs, Applied English etc. in their mother tongue which are generally not covered in regular school curriculum so that they can better prepare for govt scholarship / professional entrance / govt jobs exams.",0.027522936,Technology
HollywoodEnglishCollection,809.1K,20.7K,526,7,Description NA,2.574879227,Technology
E2IELTS,2.2M,19.7K,476,51,"Taking the IELTS General or IELTS Academic? Need help with IELTS writing, IELTS reading, IELTS listening or IELTS speaking? You've found the right IELTS channel! With over 2 million IELTS YouTube subscribers, E2 Test Prep provides affordable, quality language learning technology and test simulation. Check out: https://www.e2testprep.com/",2.675126904,Technology
peterpig123,625.5K,19.1K,486,36,"這是一個輕鬆玩樂的頻道
希望大家都看得開心
喜歡我的頻道 請記得按訂閱+開啟小鈴鐺喔
備註１：我沒有用抖音 ，所以抖音不是我本人😅
備註２：我沒有用bilibili，所以bilibili的彼得豬影片是被盜用的😢
",2.732984293,Technology
RedmiIndiaOfficial,149.1K,18.9K,33,2,Making quality technology accessible to everyone - Redmi by Xiaomi India,0.185185185,Technology
pd-tv,191.5K,18.6K,4.1K,232,"누리PD 후원계좌// 신한은행 김준희 -----110  551  864734 ----

지속적으로 좋은 영상을 업로드 하기 위한
자율 구독료입니다.  꾸벅~~

대한민국 다 함께 잘 살는 나라 행복 나라 자유 가득한 나라 만세.
세계의 중심 인류의 동반자 대한민국
",23.29032258,Technology
Digit,304.5K,18.2K,7,1,"Digit is India's most popular technology media brand across print, online and social media. Since our launch in 2001, Digit has been steadfast in our mission to be Your Technology Navigator. Through our website, social media, magazine and more, we strive to give you all of the information about technology and gadgets that you want and need in order to make better buying decisions. Digit provides test results, information, opinions and advice on what products to buy and how to get the most out of them. 

Digit represents the largest community of technology consumers (buyers and users) in India, and contains several sub-brands that focus on various needs – for example, SKOAR! is a gaming brand for those who ‘Live to Game’, devworx is our developer brand, Digit Squad is our micro influencer community, etc. 


",0.043956044,Technology
Rajiv.Talreja,148.1K,17.8K,1.1K,10,"Serial Entrepreneur, Business Coach, Global Speaker, Best Selling Author.

I'm not a Motivational Guru or a regular Business Coach. I'm an Entrepreneur's Entrepreneur. 

I've been an entrepreneur for more than 17 years. I've conducted over 1000+ programs and have had the opportunity to impact over 800,000 people. It's through my journey that I discovered my mission to help entrepreneurs build a profitable & scalable business. Each video that I put out on Youtube has been designed to take you ONE STEP closer to building the business of your dreams & lead a more holistic lifestyle. 

Here, you'll find value content on: Leadership, Team Building, High Performance, Overcoming Business Challenges & Personal Development so you can live YOUR #DreamLife :)",6.235955056,Technology
ear_shark,89.4K,17.4K,418,23,"세상 투머치토커가 운영하는 채널 

이번엔 어떤 정보를 물어왔을까요?

모든 욕설과 문의사항은 ear_shark@naver.com 로


2023 실시간 생방 모음 : https://www.youtube.com/live/JGtmjlqXIsk?feature=share",2.534482759,Technology
PTEACADEMICGOLD,176.5K,17.1K,165,5,"Practice makes perfect.
We are a team of language experts catering for the PTE test on this channel.
Subscribe now for authentic PTE test material.

Please visit for PTE Interactive Practice:-
https://ptetester.com/
https://myexamenglish.com/
",0.994152047,Technology
AstrologerMohnish,18.6K,17K,119,15,"My channel is dedicated to the divine science of vedic & nadi astrology. I believe with the divine blessings of lord Ganesha I will be able to connect with my audience and help them learn the secrets of this ancient divine science. I will, with my true honesty and dedication will continue to share my experiences, learning and knowledge of astrology with my audience through this medium.",0.788235294,Technology
PunneitsAstrology,94.3K,17K,900,70,Your one stop astrology channel..,5.705882353,Technology
jivansanjivanihealth,1.8M,16.6K,470,31,"Hi i am Satesh माझ्या आजीला आयुर्वेदातील खूप सारी जाणकारी होती त्यामुळे लोक तिच्याकडून औषध घेण्यासाठी येत;तिचाच वारसा पुढे नेत आहोत. आयुर्वेदिक उपयावर आधारित जीवन संजीवनी Health हे official channel आहे.आयुर्वेद आपल्या अजुबाजुलाच आहे फक्त त्याच परिचय आपल्याला नसतो.म्हणून या channel च्या माध्यमातून त्याचा परिचय करून देण्याचा हा प्रामाणिक प्रयत्न आहे.
DCLAIMER:
Any information on diseases, injuries, and treatments available at this channel is intended for general guidance only and must never be considered a substitute for advice provided by a doctor, a physical therapist, other qualified medical professionals.  जीवन संजीवनीHealth will not be liable for any damages or injuries that you performed exercises or advice on this channel.this channel provides the best available information for the general public and all reasonable care.
",3.018072289,Technology
infozonemalayalam6189,41.6K,16.5K,311,41,"അറിവുകൾ പങ്ക് വെക്കപ്പെടേണ്ടവയാണ്. 
പങ്ക് വെക്കപ്പെടുന്ന അറിവുകൾ കൂടുതൽ അറിവ് നേടാൻ നമ്മെ സഹായിക്കുന്നു എന്ന് വിശ്വസിക്കുന്ന ഒരാൾ..
തെറ്റുകൾ വന്നാൽ ധൈര്യമായി തിരുത്തുക. 
തിരുത്തലുകളാണ് ലോകത്ത് വിപ്ലവങ്ങൾ സൃഷ്ടിച്ചിട്ടുള്ളത്.",2.133333333,Technology
LanguageAcademyPTE,414.5K,15K,246,44,"We are a language institute based in Australia and we deliver results for PTE, NAATI CCL and IELTS. 
Our aim is to help and guide all our students and help them get their desired scores in the shortest period of time, with best possible strategies and techniques.
30,000+ results deliver so far.
We offer online and on-campus training and have following branches -  
Australia - Parramatta, Sydney CBD
India - Jalandhar, Gurdaspur, Amritsar, Kurukshetra, Sirsa, Sri Ganganagar. Barnala, Jaipur
Nepal - Butwal
For a Free Scored Mock Test, visit www.languageacademy.com.au
For online/on-campus queries, please fill the form here - https://www.languageacademy.com.au/contact
",1.933333333,Technology
KMCKOMBAN,937.6K,14.9K,1.7K,0,"KMC KOMBAN 🤘

DOING PAID PROMOTIONS  

PROMOTIONS :- kmckombanfthree@gmail.com",11.40939597,Technology
vedicoraclebykadambari,40.6K,14.6K,714,66,"Hi ,  I'm  Dr Kadambari Sharma. Welcome to my Channel :) 

This Channel is completely dedicated to the Science of Space , Time and Traditions. 
Let's explore the world of Jyotish and Indian Mythology altogether.
It's time to see Vedic Astrology with a different perspective.

For readings check out my website -
https://www.vedicoraclebykadambari.com/",5.342465753,Technology
gkcs,527.1K,14.5K,282,9,"This channel is for software developers looking to get better at algorithms, system design, and learning engineering best practices.

Here, you will find content around competitive programming, data structures, algorithms, game-playing AI, and system design.

Recently, I have focused on how large-scale distributed systems are designed, built, and maintained.
",2.006896552,Technology
ManavDharamChannel,176.5K,14.5K,1.1K,116,"Welcome to the The Official Channel of Manav Utthan Sewa Samiti.

Manav Dharam acknowledges the presence of God within every being. It signifies the embodiment of compassion, love and equality towards the entire creation that comes naturally when one attains self-realisation through the practical experience of God within ourselves.
Manav Utthan Sewa Samiti is a socio-spiritual charitable organisation that is spreading Manav Dharam as the essence of all religions, and actively engages in social service activities in areas including health, education and relief during natural calamities under inspirational guidance of Spiritual Master Shri Satpal Ji Maharaj. During the current pandemic, it is playing a critical role in bringing relief to the underprivileged of society by distributing essential commodities as well as supporting better healthcare facilities by donating oxygen cylinders, concentrators, oximeters and converting a wing of its Shri Premnagar Ashram into a Quarantine Centre.
",8.386206897,Technology
kidsplanetmarathi,4.5M,14.3K,359,0,"Kids Planet is a destination to amazing Fairy Tales, Nursery Rhymes, Moral Stories and fun Animation Series.

Watch these interactive kids’ videos and give your children a memorable childhood. Let the journey of fun, learning and happiness begin by placing your kids on your lap and singing along joyous nursery rhymes and exciting stories. If you have trouble putting your baby to bed, we have soothing lullaby to calm a crying child. 
Watch our videos to enjoy the best quality education carefully created to impart meaningful lessons to babies, toddlers and growing kids.
Tune in to Kids Planet to keep your children updated with popular children stories and fun educational videos, while your life eases as a parent as they get happily entertained.

These videos will surely bring loads of joy & giggles!
",2.51048951,Technology
5MinuteRecipesOfficial,10.5M,14.1K,112,2,"Kitchen life hacks and yummy recipes make your life easier and much more tastier! This is cooking channel about your favorite food, enjoy)

For brand partnership enquiries: brands@thesoul-publishing.com",0.808510638,Technology
RankersGurukul,1.9M,14.1K,1.2K,67,"#rankersgurukul is here to help the students for all competitive exams especially #ssccgl #ssc #cpo  
The aim of this channel to spread #education in all the corner of India and enlighten all the students.
#aspirants who are preparing for #ssc #examination #rankers_gurukul is the most trusted platform in #online #education 
sector. 
#rankers_gurukul is not an organization it is emotion of all the #aspirants 
#rankersgurukul is ready to serve all the #aspirants 24*7
OUR FACALITY
#Reasoning - VIKRAMJEET SIR
#Maths - ADITYA RANJAN SIR
#English - PRASHANT SIR
#Science - NEETU DHAKA MA'AM
#G.S - SHIVANT SIR
#Current_affairs - DEEPAK SIR 
AND MANY MORE.
THOUGHT OF VIKRAMJEET SIR - Education as the perfect instrument for social change.
                                                            Keep reading keep increasing.
                                                                                                         BY- RANKERS' GURUKUL
",8.985815603,Technology
MrScientific,1.2M,13.6K,555,19,I Love Science ❤️,4.220588235,Technology
hussainday,38.3K,13.5K,648,0,Description NA,4.8,Technology
krishnaik06,819.5K,13.4K,485,30,"I am the cofounder of iNeuron and my experience is pioneering in machine learning, deep learning, and computer vision,an educator, and a mentor, with over 10 years' experience in the industry. This is my YouTube channel where I explain various topics on machine learning, deep learning, and AI with many real-world problem scenarios. I have delivered over 30 tech talks on data science, machine learning, and AI at various meet-ups, technical institutions, and community-arranged forums. My main aim is to make everyone familiar of ML and AI.Please subscribe and support the channel. As i love new technology, all these videos are free and I promise to make more interesting content as we go ahead.
For any collaboration drop me a mail at krishnaik06@gmail.com

Please free to drop a mail for Product unboxing, GPU's unboxing and any other collaboration",3.843283582,Technology
VishalKhandelwalshow,43K,13.2K,390,22,"Hi, my name is Vishal Khandelwal, and I welcome you to my home on YouTube. This channel is a collection of all my favourite things. Here, I share my life experiences, and lessons from the books, essays, and many other things I’m reading on topics related to learning, investing, decision making, human behaviour, and the pursuit of good life. I run an investor education initiative at Safal Niveshak, which is read by 90,000+ people worldwide, and has been ranked among the best value investing sites in the world. You can find me at safalniveshak.com and vishalkhandelwal.com.
",3.121212121,Technology
ThoughtTemple,17.7K,13.1K,17,1,"🎥  Welcome to the official YouTube Channel of Thought Temple 👩🏻‍🎨 

Change your Story and You Change Everything!

These story videos are designed to cultivate belief in yourself and your abilities.
To create the best story of your life, and for you to believe that it is possible.
Motivational videos & Inspirational videos for your everyday life!

So, if you’re searching for a place to get motivated, this is the Channel for you!

🔔 Definitely Subscribe to the Channel and hit the bell to never miss a Video! 🎬 

",0.13740458,Technology
BlackmagicDesignOfficial,201.2K,13.1K,0,0,"Welcome to the Blackmagic Design YouTube channel! Our channel features informative and exciting videos about Blackmagic Design products and  how to use them, along with customer testimonials and behind the scenes videos that show them in action on real world productions!",0,Technology
issumaths,117.5K,12.9K,637,116,"Video Lectures by Ismaiel Kalady

Ultimate Study Portal for Competitive Exams .

Get Social with Us !!

1. Unacademy Profile: https://unacademy.com/issumath

2. Telegram Group : https://t.me/issumath

3. Facebook Page: https://www.facebook.com/issumaths

4. Twitter Page : http://twitter.com/issumaths
",5.837209302,Technology
KRSchannel,503.5K,12.8K,880,109,"This channel is about Vedic Astrology, Numerology, Mysticism, spirituality with a dose of comedy and Drama. www.KRSastrology.com 

Here you will learn the true secrets of your zodiac signs and horoscope. This is where you'll know about aliens & UFO and meditation techniques. I don't teach regular Astrology forecast for daily, weekly or monthly horoscope. I give you the real insights of your horoscope. I talk about planetary placements in each individual chart of the person. I have made videos on planets through houses, planets through signs and talking about each astrological ascendant. If you need your daily, weekly, monthly or yearly forecast, you need to go to 1 on 1 consultation with a astrologer because the general description many astrologer give will not apply to you based on your individual horoscope. This is why many of them fail and puts more distrust in the science of astrology. This channel is passion for people who love occult science and spirituality.",7.7265625,Technology
user-bl7ux3ys3x,69.8K,12.7K,506,51,"மலையும் அதன் மனிதர்களும்  பேரானந்தம் , பயணம் ஒரு பெரும் போதை , மலைவாழ் மனிதர்களின் உணவு ,உடை,கல்வி,விவசாயம்,பண்பாடு,கலாச்சாரம்,அவர்களின் அன்பும் ,கருணையும்,அழுகையும்,கோபமும்,கலந்த எளிய வாழ்வியல் குறித்த ஒரு வாழ்க்கையை உன்மைக்குமிக நெருக்கமாக அல்ல ! அவர்களின் ரத்தமும் சதையுமான ஒரு எளிய வாழ்வியலுக்கான பெரும் களம் !

களிறாடும் காடு ராஜன்

TRIBES LIFE STYLE IN TAMIL
TRIBES OF INDIA
TRIBES OF TAMIL
TRIBES DOCUMENTERY IN TAMIL
TRIBES FULL DOCUMENTERY IN TAMIL

KALIRADUM KADU RAJAN",4.385826772,Technology
MotivationMiTRAOfficial,730.1K,12.5K,331,0,"The main focus of the ""Motivation Mitra"" YouTube channel is to deliver amazing facts about humans, animals, and our incredible planet.

Our mission is to ignite your curiosity, expand your understanding, and leave you in awe of the world we call home. We provide mind-blowing facts that are sure to pique your interest and help you learn more about the world around you.

---------------------------------------
For Business Enquiries Please Email at:- mitrateamcontact@gmail.com
",2.648,Technology
TradingMarathon,169.5K,12.3K,832,58,"Hi, I am Sastry and welcome to my channel. This is my trading vlog where I post my opinion on market trends and share my commentary on a regular basis. 
For any further information WhatsApp me at 8309569947

Regards
Sastry",7.235772358,Technology
Chemistrybysalonisingh,41.6K,12.1K,417,5,"Saloni singh
(M.Sc (organic chemistry ) B.Ed )
Chemistry is among one of the pillars for growth of our country and being a chemistry lecture i feel it as a responsibility to build the foundation strong for upcoming generation and for that i cant find a better platform then youtube.
You will be getting free video lectures of 11th and 12th science stream chemistry for boards/ NEET /iit jee

your love and support is required !",3.487603306,Technology
DalaiLamaArchive,67.1K,11.9K,461,32,Description NA,4.142857143,Technology
TechStudyCell,177.1K,11.2K,233,45,"This is an Educational channel for Electrical and Electronics Engineering subjects.
Why Tech StudyCell?
1- Here each tutorial video explained with practical experiments & animations for better understanding.
2- All the videos on electronics components like resistor, capacitor, LED, diode, transistors, MOSFET, voltage regulators explained with Datasheets, Circuit for different applications, Testing process, Calculation, etc.
3- All electronics projects are described with the circuit diagram, breadboard schematic, required component list, working principle, PCB Gerber file*, other required details. 
(*Order PCB with Coupon Code ""JLCPCBcom"" for all and valid permanently.)

4- Here you will also find different electronics project ideas on IoT, home automation with Arduino, ESP8266, ESP32, LORA Module, etc. 
5- if you face any difficulty with the circuit, I will definitely help you. I do reply to all the comments I received.

For business inquiry Mailto:  techstudycell@gmail.com",2.482142857,Technology
AreebIrshadSimplifies,61.1K,11.1K,136,13,Sharing actionable strategies to improve communication skills and build career confidence. ,1.342342342,Technology
_drpreetisharma,35K,10.9K,728,42,"Pathologist.. GoldMedalist.. Teacher.. Mentor.. and most importantly STUDENT FOR LIFE!

#2minutepathology
#onestoppathology

https://www.facebook.com/groups/234979243820383/",7.064220183,Technology
VedantaNY,275.5K,10.8K,449,53,"Official channel of the Vedanta Society of New York (Minister: Swami Sarvapriyananda).

ABOUT VEDANTA
Vedanta is one of the world’s most ancient religious philosophies and one of its broadest. Based on the Vedas, the sacred scriptures of India, Vedanta affirms the oneness of existence, the divinity of the soul, and the harmony of religions.

ABOUT US
Vedanta Society of New York is affiliated with the Ramakrishna Order of India. In fact, this is the Order's first Center started by Swami Vivekananda, in 1894. It was a historic event, for the seed of the world-wide Ramakrishna Movement was sown here in New York over a century ago. Swami Sarvapriyananda is the present Resident Minister and Spiritual Leader of the Vedanta Society of New York.",4.648148148,Technology
caarihantbaid,175.5K,10.7K,597,43,"A community of 100,000+ CA students! A channel dedicated to the CA student fraternity. Updates, strategies , tips and free classes related to the CA course are uploaded on the channel to guide CA students at every level. SUSBCRIBE today and start walking on the path to become a CA !",5.981308411,Technology
PrateekSinghLearnApp,274.1K,10.5K,592,8,"""Welcome to Prateek Singh's channel! We've transitioned to a space where Prateek, a seasoned trader since the age of 17 and the CEO & Founder of LearnApp, delves deep into the world of markets, business, and macroeconomics. Join us on this journey as Prateek shares his insights, experiences, and expertise, demystifying the complexities of the financial world. Whether you're a budding entrepreneur, an aspiring trader, or someone curious about the global economy, there's something here for everyone. Subscribe and stay tuned for enlightening discussions and analyses!""
",5.714285714,Technology
GAILIndiaLimited,6.4K,10.4K,9,0,"India's Natural Gas Leader
#EnergizingPossibilities",0.086538462,Technology
kabaddi365f,172.5K,10.2K,366,4,"Kabaddi365.com is the first site which started showing live KABADDI tournaments from the Punjab through internet to all over the world. People can watch this live Kabaddi Tournaments anywhere in the world. If you are organizing the Kabaddi Tournament, we can provide live coverage. For more information you can call our helpline (+919815190441). We will be happy to assist you.
Kabaddi365.com tries to provide all the information regarding Kabaddi. We also have Kabaddi videos,photos, wallpapers, Favourite player voting, interviews of people who are connected with Kabaddi. We are also providing photos of Promoters, coaches, Umpires and everbody who is connected with Kabaddi field. We also provide Posters or Banners of Kabaddi Tournaments.",3.62745098,Technology
omswamitv,264.1K,10.2K,1.1K,62,"Om Swami is a Himalayan monk, adept in meditation. At the peak of his meditative practice, he was meditating for 22 hours a day. He has spent 15,000+ hours meditating & has experienced our sublime consciousness in ways that defy any scientific understanding.

Researchers from IIT in India have studied the remarkable effects of his intense practice and published the results in a 2019 research paper https://bit.ly/3axrzdv 

After coming back from Himalayas, Swami wanted to help sincere seekers in search of enlightenment. Gradually he realized that people wanted his help for various ‘how to’ in life (joy, relationship, anger, work, self-discipline, stress etc). Through his talks, seminars, books and videos – his purpose remains the same – to help people. 

Whether you are practicing meditation, mindfulness or simply looking for help with self-discipline – this channel can help. Think of it as a series of self-help videos and don’t forget to

SMILE / BREATHE / LET GO",11.39215686,Technology
VishnusSmartInfo,121.5K,10.2K,344,140,"Hi Friends!
This Is Vishnu Vardhan 
Iam Here To Provide Useful Information and Career Guidance Videos
I Provide Latest News For You 
Please Watch,Like,Share My Videos Friends
and Don't Forget To Subscribe My Channel Friends
Please Support Me Friends
My Viewers Are My Gods
Thank You For Visiting My Channel Page

For Business Purpose Mail Me : vishnusmartinfo@gmail.com


",4.745098039,Technology
